Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendingAdjusted,perCapSpendAdjusted
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.3,2010,285,1360301,Hawaii,409.99268536522726,0.000301398503246875
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.0,2010,195,1567582,Idaho,280.521311039366,0.00017895160255690997
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.2,2010,1820,12830632,Illinois,2618.198903034083,0.00020405845191679434
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.8,2010,917,6483802,Indiana,1319.1694472979418,0.00020345615848508974
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.9,2010,428,3046355,Iowa,615.7083134607624,0.00020211311992882064
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.9,2010,455,2853118,Kansas,654.5497257585207,0.0002294155817454871
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.4,2010,691,4339367,Kentucky,994.0524406574458,0.00022907775273615848
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.4,2010,707,4533372,Louisiana,1017.0695738709322,0.00022435166888376516
Other Non-durable Medical Products (Millions of Dollars),1,New England,5.9,2010,190,1328361,Maine,273.32845691015154,0.00020576368691203035
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,4.7,2010,953,5773552,Maryland,1370.9579970282864,0.00023745486262673071
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.5,2010,968,6547629,Massachusetts,1392.53655941593,0.00021267798762207357
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,5.0,2010,1708,9883640,Michigan,2457.078970539678,0.0002486006137960992
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.0,2010,749,5303925,Minnesota,1077.489548556334,0.00020314946922445813
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.3,2010,437,2967297,Mississippi,628.6554508933485,0.00021186131718306208
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.0,2010,1017,5988927,Missouri,1463.0265298822321,0.00024428858957242794
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,4.9,2010,146,989415,Montana,210.0313405730638,0.00021227830644680323
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.3,2010,272,1826341,Nebraska,391.29126462926956,0.00021424874359677058
Other Non-durable Medical Products (Millions of Dollars),8,Far West,8.0,2010,700,2700551,Nevada,1006.999578090032,0.0003728867101898953
Other Non-durable Medical Products (Millions of Dollars),1,New England,6.0,2010,257,1316470,New Hampshire,369.712702241626,0.00028083640511491033
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.2,2010,1688,8791894,New Jersey,2428.3075540228197,0.00027619845667188657
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,5.8,2010,384,2059179,New Mexico,552.4111971236746,0.00026826769169832957
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.3,2010,3499,19378102,New York,5033.559319624316,0.0002597550224281158
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.9,2010,1396,9535483,North Carolina,2008.2448728766924,0.0002106075667983145
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.5,2010,110,672591,North Dakota,158.2427908427193,0.00023527342893782299
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.9,2010,2078,11536504,Ohio,2989.3501761015523,0.00025912097599944944
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,4.9,2010,585,3751351,Oklahoma,841.563933118098,0.00022433622796643075
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.0,2010,501,3831074,Oregon,720.7239837472943,0.00018812583201141357
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,4.9,2010,2340,12702379,Pennsylvania,3366.255732472392,0.0002650098640949378
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.7,2010,139,1052567,Rhode Island,199.9613447921635,0.00018997493251466508
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.5,2010,635,4625364,South Carolina,913.4924744102433,0.00019749634286301431
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.7,2010,94,814180,South Dakota,135.22565762923287,0.00016608815941098143
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.7,2010,1101,6346105,Tennessee,1583.866479253036,0.00024958088138362603
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,6.0,2010,4514,25145561,Texas,6493.708707854864,0.0002582447338460599
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.2,2010,608,2763885,Utah,874.6510621124849,0.000316457110955226
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.6,2010,71,625741,Vermont,102.1385286348461,0.00016322812255365414
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.1,2010,1147,8001024,Virginia,1650.0407372418094,0.00020622869488228125
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.7,2010,903,6724540,Washington,1299.0294557361412,0.0001931774449607172
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.6,2010,274,1852994,West Virginia,394.16840628095537,0.00021271974236341585
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,5.2,2010,785,5686986,Wisconsin,1129.2780982866786,0.00019857233660970479
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.1,2010,84,563626,Wyoming,120.83994937080382,0.0002143974007068585
Durable Medical Products (Millions of Dollars),5,Southeast,7.1,2010,586,4779736,Alabama,843.0025039439411,0.00017637009741624664
Durable Medical Products (Millions of Dollars),8,Far West,7.6,2010,81,710231,Alaska,116.52423689327512,0.0001640652645312231
Durable Medical Products (Millions of Dollars),6,Southwest,7.5,2010,1058,6392017,Arizona,1522.007933741791,0.00023811074559748372
Durable Medical Products (Millions of Dollars),5,Southeast,7.4,2010,236,2915918,Arkansas,339.50271489892503,0.00011643081694990224
Durable Medical Products (Millions of Dollars),8,Far West,7.7,2010,3233,37253956,California,4650.899479950104,0.00012484310337270232
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.7,2010,776,5029196,Colorado,1116.3309608540926,0.00022197006456978264
Durable Medical Products (Millions of Dollars),1,New England,6.8,2010,441,3574097,Connecticut,634.4097341967201,0.00017750210310372666
Durable Medical Products (Millions of Dollars),2,Mideast,7.9,2010,158,897934,Delaware,227.29419048317862,0.0002531301749161727
Durable Medical Products (Millions of Dollars),2,Mideast,5.0,2010,69,601723,District of Columbia,99.26138698316029,0.00016496192929829888
Durable Medical Products (Millions of Dollars),5,Southeast,8.7,2010,4556,18801310,Florida,6554.128682540265,0.0003485995753774745
Durable Medical Products (Millions of Dollars),5,Southeast,7.7,2010,1212,9687653,Georgia,1743.5478409215982,0.00017997628950186368
Durable Medical Products (Millions of Dollars),8,Far West,8.2,2010,222,1360301,Hawaii,319.3627233371244,0.00023477357095019735
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.7,2010,204,1567582,Idaho,293.4684484719522,0.0001872109072903058
Durable Medical Products (Millions of Dollars),3,Great Lakes,7.0,2010,1347,12830632,Illinois,1937.75490241039,0.00015102567842413298
Durable Medical Products (Millions of Dollars),3,Great Lakes,6.6,2010,924,6483802,Indiana,1329.239443078842,0.0002050092589315408
Durable Medical Products (Millions of Dollars),4,Plains,6.0,2010,345,3046355,Iowa,496.30693491580143,0.00016291828592393252
Durable Medical Products (Millions of Dollars),4,Plains,6.6,2010,305,2853118,Kansas,438.76410188208536,0.00015378407127994193
Durable Medical Products (Millions of Dollars),5,Southeast,7.3,2010,546,4339367,Kentucky,785.459670910225,0.00018100789145288355
Durable Medical Products (Millions of Dollars),5,Southeast,6.2,2010,398,4533372,Louisiana,572.5511886854753,0.0001262969790887391
Durable Medical Products (Millions of Dollars),1,New England,7.1,2010,153,1328361,Maine,220.10133635396411,0.00016569391630284546
Durable Medical Products (Millions of Dollars),2,Mideast,7.5,2010,664,5773552,Maryland,955.2110283596875,0.0001654459903296424
Durable Medical Products (Millions of Dollars),1,New England,7.9,2010,982,6547629,Massachusetts,1412.6765509777304,0.00021575390893065725
Durable Medical Products (Millions of Dollars),3,Great Lakes,7.9,2010,2264,9883640,Michigan,3256.924349708332,0.0003295268089194196
Durable Medical Products (Millions of Dollars),4,Plains,6.3,2010,622,5303925,Minnesota,894.7910536742855,0.00016870356456290115
Durable Medical Products (Millions of Dollars),5,Southeast,8.3,2010,421,2967297,Mississippi,605.6383176798621,0.00020410438108482638
Durable Medical Products (Millions of Dollars),4,Plains,6.8,2010,538,5988927,Missouri,773.9511043034817,0.00012923034531953415
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.3,2010,137,989415,Montana,197.08420314047768,0.00019919265741926055
Durable Medical Products (Millions of Dollars),4,Plains,6.1,2010,289,1826341,Nebraska,415.74696866859887,0.0002276392900715687
Durable Medical Products (Millions of Dollars),8,Far West,9.5,2010,375,2700551,Nevada,539.4640596910886,0.00019976073760172964
Durable Medical Products (Millions of Dollars),1,New England,9.2,2010,203,1316470,New Hampshire,292.02987764610924,0.0002218279775810381
Durable Medical Products (Millions of Dollars),2,Mideast,7.6,2010,1211,8791894,New Jersey,1742.1092700957552,0.0001981494852071414
Durable Medical Products (Millions of Dollars),6,Southwest,8.0,2010,363,2059179,New Mexico,522.2012097809737,0.00025359680230857724
Durable Medical Products (Millions of Dollars),2,Mideast,6.9,2010,2417,19378102,New York,3477.0256860622962,0.00017943066282045044
Durable Medical Products (Millions of Dollars),5,Southeast,8.0,2010,1221,9535483,North Carolina,1756.4949783541842,0.00018420618843892692
Durable Medical Products (Millions of Dollars),4,Plains,8.4,2010,96,672591,North Dakota,138.10279928091865,0.00020532953798210003
Durable Medical Products (Millions of Dollars),3,Great Lakes,6.2,2010,1391,11536504,Ohio,2001.0520187474779,0.00017345393532975655
Durable Medical Products (Millions of Dollars),6,Southwest,6.8,2010,338,3751351,Oklahoma,486.23693913490115,0.00012961648726949335
Durable Medical Products (Millions of Dollars),8,Far West,7.7,2010,424,3831074,Oregon,609.9540301573908,0.0001592122809837113
Durable Medical Products (Millions of Dollars),2,Mideast,6.6,2010,1534,12702379,Pennsylvania,2206.7676468430127,0.00017372868868445923
Durable Medical Products (Millions of Dollars),1,New England,7.8,2010,124,1052567,Rhode Island,178.38278240451993,0.00016947404051667964
Durable Medical Products (Millions of Dollars),5,Southeast,8.8,2010,633,4625364,South Carolina,910.6153327585574,0.0001968743071374615
Durable Medical Products (Millions of Dollars),4,Plains,7.0,2010,89,814180,South Dakota,128.03280350001836,0.00015725368284656753
Durable Medical Products (Millions of Dollars),5,Southeast,7.9,2010,775,6346105,Tennessee,1114.8923900282496,0.0001756813651882926
Durable Medical Products (Millions of Dollars),6,Southwest,7.8,2010,2731,25145561,Texas,3928.7369253769675,0.00015623978026885015
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,6.5,2010,414,2763885,Utah,595.5683218989618,0.0002154823091043809
Durable Medical Products (Millions of Dollars),1,New England,7.1,2010,60,625741,Vermont,86.31424955057416,0.00013793925849604576
Durable Medical Products (Millions of Dollars),5,Southeast,8.1,2010,975,8001024,Virginia,1402.6065551968302,0.0001753033805668912
Durable Medical Products (Millions of Dollars),8,Far West,7.6,2010,854,6724540,Washington,1228.539485269839,0.00018269494794734492
Durable Medical Products (Millions of Dollars),5,Southeast,6.8,2010,278,1852994,West Virginia,399.922689584327,0.00021582514006215185
Durable Medical Products (Millions of Dollars),3,Great Lakes,6.9,2010,603,5686986,Wisconsin,867.4582079832703,0.00015253390952312356
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,6.2,2010,48,563626,Wyoming,69.05139964045932,0.00012251280040391914
Nursing Home Care (Millions of Dollars),5,Southeast,7.0,2010,1788,4779736,Alabama,2572.16463660711,0.0005381394781232917
Nursing Home Care (Millions of Dollars),8,Far West,6.6,2010,110,710231,Alaska,158.2427908427193,0.00022280468022758693
Nursing Home Care (Millions of Dollars),6,Southwest,9.7,2010,1685,6392017,Arizona,2423.991841545291,0.00037922174511508514
Nursing Home Care (Millions of Dollars),5,Southeast,6.4,2010,1255,2915918,Arkansas,1805.406386432843,0.0006191554036954547
Nursing Home Care (Millions of Dollars),8,Far West,7.3,2010,12087,37253956,California,17388.005571963167,0.00046674252720873904
Nursing Home Care (Millions of Dollars),7,Rocky Mountains,7.3,2010,1815,5029196,Colorado,2611.0060489048683,0.0005191696742192725
Nursing Home Care (Millions of Dollars),1,New England,6.6,2010,3092,3574097,Connecticut,4448.060993506255,0.0012445272172261286
Nursing Home Care (Millions of Dollars),2,Mideast,9.4,2010,545,897934,Delaware,784.0211000843819,0.0008731388944893299
Nursing Home Care (Millions of Dollars),2,Mideast,7.7,2010,292,601723,District of Columbia,420.0626811461276,0.0006980997587696126
Nursing Home Care (Millions of Dollars),5,Southeast,9.9,2010,8703,18801310,Florida,12519.881897310783,0.0006659047639398948
Nursing Home Care (Millions of Dollars),5,Southeast,7.2,2010,2726,9687653,Georgia,3921.544071247753,0.00040479815609082543
Nursing Home Care (Millions of Dollars),8,Far West,7.7,2010,450,1360301,Hawaii,647.3568716293063,0.0004758923735476974
Nursing Home Care (Millions of Dollars),7,Rocky Mountains,8.0,2010,509,1567582,Idaho,732.2325503540375,0.00046710956769983165
Nursing Home Care (Millions of Dollars),3,Great Lakes,6.4,2010,5998,12830632,Illinois,8628.54781340573,0.0006724959310972157
Nursing Home Care (Millions of Dollars),3,Great Lakes,6.8,2010,3569,6483802,Indiana,5134.25927743332,0.0007918593561976939
Nursing Home Care (Millions of Dollars),4,Plains,5.4,2010,1837,3046355,Iowa,2642.6546070734125,0.0008674808441804755
Nursing Home Care (Millions of Dollars),4,Plains,6.5,2010,1464,2853118,Kansas,2106.0676890340096,0.0007381635421437212
Nursing Home Care (Millions of Dollars),5,Southeast,6.7,2010,1940,4339367,Kentucky,2790.8274021352313,0.0006431415923417473
Nursing Home Care (Millions of Dollars),5,Southeast,6.8,2010,1699,4533372,Louisiana,2444.131833107092,0.0005391421293260496
Nursing Home Care (Millions of Dollars),1,New England,5.5,2010,700,1328361,Maine,1006.999578090032,0.0007580767412548486
Nursing Home Care (Millions of Dollars),2,Mideast,8.5,2010,3717,5773552,Maryland,5347.167759658069,0.0009261487139386758
Nursing Home Care (Millions of Dollars),1,New England,6.2,2010,4929,6547629,Massachusetts,7090.715600579667,0.0010829440092863642
Nursing Home Care (Millions of Dollars),3,Great Lakes,6.4,2010,4131,9883640,Michigan,5942.736081557031,0.0006012699857094179
Nursing Home Care (Millions of Dollars),4,Plains,5.2,2010,2845,5303925,Minnesota,4092.7339995230586,0.0007716425099380287
Nursing Home Care (Millions of Dollars),5,Southeast,7.1,2010,1273,2967297,Mississippi,1831.300661298015,0.0006171612283158764
Nursing Home Care (Millions of Dollars),4,Plains,6.6,2010,2904,5988927,Missouri,4177.60967824779,0.0006975556186020951
Nursing Home Care (Millions of Dollars),7,Rocky Mountains,7.0,2010,396,989415,Montana,569.6740470337895,0.0005757685572118773
Nursing Home Care (Millions of Dollars),4,Plains,6.3,2010,1042,1826341,Nebraska,1498.9908005283046,0.0008207617309846872
Nursing Home Care (Millions of Dollars),8,Far West,10.0,2010,540,2700551,Nevada,776.8282459551674,0.0002876554621464906
