Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendAdjust,perCapSpendAdjusted
Prescription Drugs (Millions of Dollars),5,Southeast,9.3,2013,2592,2989839,Mississippi,3490.265963246436,0.0011673758898878622
Prescription Drugs (Millions of Dollars),4,Plains,9.8,2013,5880,6042989,Missouri,7917.732972179416,0.0013102345498526334
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.7,2013,654,1014158,Montana,880.6458101709758,0.0008683516869866192
Prescription Drugs (Millions of Dollars),4,Plains,9.9,2013,1836,1865813,Nebraska,2472.271723966226,0.0013250372486236434
Prescription Drugs (Millions of Dollars),8,Far West,12.5,2013,1691,2776956,Nevada,2277.021506114863,0.0008199703222214767
Prescription Drugs (Millions of Dollars),1,New England,11.0,2013,1262,1327272,New Hampshire,1699.35017192014,0.0012803330228620359
Prescription Drugs (Millions of Dollars),2,Mideast,10.2,2013,9013,8857821,New Jersey,12136.484230995422,0.0013701433152685544
Prescription Drugs (Millions of Dollars),6,Southwest,9.7,2013,1043,2092833,New Mexico,1404.4550153032535,0.0006710783972267512
Prescription Drugs (Millions of Dollars),2,Mideast,10.5,2013,21529,19626488,New York,28989.944414634465,0.0014770826250032336
Prescription Drugs (Millions of Dollars),5,Southeast,10.7,2013,9628,9846717,North Carolina,12964.614465330513,0.0013166433508072298
Prescription Drugs (Millions of Dollars),4,Plains,9.8,2013,677,723149,North Dakota,911.6165343818817,0.0012606206112182714
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.5,2013,8688,11579692,Ohio,11698.854432363056,0.0010102906391951578
Prescription Drugs (Millions of Dollars),6,Southwest,9.5,2013,3519,3853891,Oklahoma,4738.520804268599,0.001229541988672902
Prescription Drugs (Millions of Dollars),8,Far West,9.7,2013,2554,3924110,Oregon,3439.096940637113,0.0008764017676969078
Prescription Drugs (Millions of Dollars),2,Mideast,9.8,2013,13345,12779538,Pennsylvania,17969.752808458215,0.0014061347764260505
Prescription Drugs (Millions of Dollars),1,New England,10.2,2013,1177,1055560,Rhode Island,1584.8931476624443,0.0015014713968532763
Prescription Drugs (Millions of Dollars),5,Southeast,10.8,2013,4547,4766469,South Carolina,6122.777521173436,0.0012845520491528292
Prescription Drugs (Millions of Dollars),4,Plains,9.7,2013,645,842751,South Dakota,868.5268311319257,0.0010305853462433455
Prescription Drugs (Millions of Dollars),5,Southeast,9.7,2013,6096,6496943,Tennessee,8208.58846911662,0.0012634539766035533
Prescription Drugs (Millions of Dollars),6,Southwest,10.3,2013,20285,26479646,Texas,27314.83220079242,0.001031540686034565
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,10.2,2013,1408,2898773,Utah,1895.946942998064,0.0006540515393920339
Prescription Drugs (Millions of Dollars),1,New England,10.5,2013,647,626603,Vermont,871.219937585048,0.001390385838537396
Prescription Drugs (Millions of Dollars),5,Southeast,10.1,2013,6799,8255861,Virginia,9155.21538738909,0.0011089352627653359
Prescription Drugs (Millions of Dollars),8,Far West,9.5,2013,4213,6966252,Washington,5673.02874350202,0.0008143588178409308
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,2013,1928,1854768,West Virginia,2596.154620809849,0.0013997193292152165
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.9,2013,4930,5738012,Wisconsin,6638.507406946346,0.0011569350860448438
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,8.3,2013,302,582620,Wyoming,406.6590744214598,0.0006979833758220793
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.5,2013,803,4831586,Alabama,1081.2822409285834,0.00022379447264906047
Other Non-durable Medical Products (Millions of Dollars),8,Far West,3.7,2013,85,737626,Alaska,114.45702425769564,0.00015516945478832856
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,6.3,2013,1156,6634690,Arizona,1556.6155299046604,0.00023461767315498697
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.9,2013,557,2960459,Arkansas,750.0301471945468,0.00025334927698527385
Other Non-durable Medical Products (Millions of Dollars),8,Far West,5.4,2013,7471,38253768,California,10060.099155638167,0.0002629832218263614
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.8,2013,869,5270774,Colorado,1170.1547538816178,0.00022200814413245908
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.7,2013,576,3595792,Connecticut,775.6146584992081,0.0002157006463386114
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.1,2013,166,924062,Delaware,223.52783560914676,0.00024189701081653262
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,2.5,2013,78,651559,District of Columbia,105.03115167176776,0.00016119975577310382
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,6.7,2013,4351,19551678,Florida,5858.853088767456,0.0002996598598221317
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.1,2013,894,9975592,Georgia,1203.8185845456458,0.00012067640542492574
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.3,2013,285,1408822,Hawaii,383.76766956992066,0.0002724032344539769
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.0,2013,215,1612053,Idaho,289.5089437106419,0.0001795902142861568
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.2,2013,1905,12895778,Illinois,2565.183896598943,0.00019891656762383343
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.8,2013,1069,6570575,Indiana,1439.4653991938428,0.00021907753875328155
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.9,2013,496,3093935,Iowa,667.890400374318,0.0002158708571364033
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.9,2013,483,2894306,Kansas,650.3852084290235,0.00022471197186096545
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.4,2013,778,4406906,Kentucky,1047.6184102645555,0.00023772197779225502
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.4,2013,814,4626040,Louisiana,1096.0943264207558,0.00023694008837380477
Other Non-durable Medical Products (Millions of Dollars),1,New England,5.9,2013,223,1328543,Maine,300.28136952313093,0.00022602307153259693
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,4.7,2013,916,5925197,Maryland,1233.4427555299906,0.00020816907109248698
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.5,2013,1040,6715158,Massachusetts,1400.4153556235701,0.00020854540661940793
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,5.0,2013,2011,9914802,Michigan,2707.9185386144227,0.00027311877116803973
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.0,2013,787,5414722,Minnesota,1059.7373893036056,0.00019571409008691592
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.3,2013,503,2989839,Mississippi,677.3162729602459,0.00022653937986635598
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.0,2013,1041,6042989,Missouri,1401.7619088501312,0.0002319649942851346
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,4.9,2013,172,1014158,Montana,231.60715496851353,0.00022837383816773474
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.3,2013,322,1865813,Nebraska,433.5901389526823,0.00023238670700262155
Other Non-durable Medical Products (Millions of Dollars),8,Far West,8.0,2013,722,2776956,Nevada,972.2114295771323,0.00035009968813950684
Other Non-durable Medical Products (Millions of Dollars),1,New England,6.0,2013,264,1327272,New Hampshire,355.49005181213704,0.0002678351173023593
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.2,2013,1744,8857821,New Jersey,2348.3888271226024,0.0002651203752167268
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,5.8,2013,352,2092833,New Mexico,473.986735749516,0.00022648091641784893
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.3,2013,3832,19626488,New York,5159.991964182232,0.0002629095925966088
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.9,2013,1579,9846717,North Carolina,2126.2075447400166,0.0002159306035443099
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.5,2013,123,723149,North Dakota,165.6260468670184,0.00022903446850789866
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.9,2013,2231,11579692,Ohio,3004.1602484578702,0.00025943351934212675
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,4.9,2013,671,3853891,Oklahoma,903.5372150225149,0.00023444804614933712
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.0,2013,540,3924110,Oregon,727.1387423430075,0.00018530029544100635
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,4.9,2013,2309,12779538,Pennsylvania,3109.191400129638,0.00024329450721376924
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.7,2013,153,1055560,Rhode Island,206.02264366385214,0.0001951785248245975
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.5,2013,755,4766469,South Carolina,1016.6476860536494,0.00021329157622836724
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.7,2013,99,842751,South Dakota,133.3087694295514,0.00015818286709781584
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.7,2013,1147,6496943,Tennessee,1544.4965508656105,0.000237726658655557
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,6.0,2013,4826,26479646,Texas,6498.46587138399,0.0002454136234065965
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.2,2013,681,2898773,Utah,917.0027472881262,0.00031634168915197094
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.6,2013,79,626603,Vermont,106.37770489832889,0.00016976890455093398
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.1,2013,1246,8255861,Virginia,1677.805320295162,0.00020322596520158973
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.7,2013,942,6966252,Washington,1268.4531394205799,0.00018208545131881244
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.6,2013,329,1854768,West Virginia,443.0160115386102,0.00023885252038994106
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,5.2,2013,877,5738012,Wisconsin,1180.9271796941068,0.00020580772220310915
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.1,2013,108,582620,Wyoming,145.42774846860152,0.00024960994896948527
Durable Medical Products (Millions of Dollars),5,Southeast,7.1,2013,638,4831586,Alabama,859.1009585459979,0.00017780930703623982
Durable Medical Products (Millions of Dollars),8,Far West,7.6,2013,89,737626,Alaska,119.84323716394015,0.00016247154677836756
Durable Medical Products (Millions of Dollars),6,Southwest,7.5,2013,1166,6634690,Arizona,1570.081062170272,0.00023664723780165644
Durable Medical Products (Millions of Dollars),5,Southeast,7.4,2013,277,2960459,Arkansas,372.99524375743164,0.00012599236934456164
Durable Medical Products (Millions of Dollars),8,Far West,7.7,2013,3764,38253768,California,5068.426344776076,0.00013249482625544434
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.7,2013,889,5270774,Colorado,1197.0858184128401,0.0002271176526280277
Durable Medical Products (Millions of Dollars),1,New England,6.8,2013,490,3595792,Connecticut,659.8110810149514,0.0001834953415033326
Durable Medical Products (Millions of Dollars),2,Mideast,7.9,2013,174,924062,Delaware,234.30026142163578,0.00025355469808479924
Durable Medical Products (Millions of Dollars),2,Mideast,5.0,2013,76,651559,District of Columbia,102.3380452186455,0.0001570664287019986
Durable Medical Products (Millions of Dollars),5,Southeast,8.7,2013,4989,19551678,Florida,6717.954047313453,0.0003435998714439473
Durable Medical Products (Millions of Dollars),5,Southeast,7.7,2013,1356,9975592,Georgia,1825.9261752168857,0.0001830393800404914
Durable Medical Products (Millions of Dollars),8,Far West,8.2,2013,243,1408822,Hawaii,327.2124340543534,0.00023225959990286454
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.7,2013,233,1612053,Idaho,313.7469017887422,0.00019462567408685833
Durable Medical Products (Millions of Dollars),3,Great Lakes,7.0,2013,1525,12895778,Illinois,2053.4936705057157,0.00015923767224480104
Durable Medical Products (Millions of Dollars),3,Great Lakes,6.6,2013,1055,6570575,Indiana,1420.613654021987,0.00021620842224949675
Durable Medical Products (Millions of Dollars),4,Plains,6.0,2013,400,3093935,Iowa,538.62129062445,0.0001740894009164543
Durable Medical Products (Millions of Dollars),4,Plains,6.6,2013,353,2894306,Kansas,475.33328897607714,0.0001642304887513888
Durable Medical Products (Millions of Dollars),5,Southeast,7.3,2013,611,4406906,Kentucky,822.7440214288475,0.0001866942524820923
Durable Medical Products (Millions of Dollars),5,Southeast,6.2,2013,448,4626040,Louisiana,603.2558454993841,0.00013040437296248715
Durable Medical Products (Millions of Dollars),1,New England,7.1,2013,168,1328543,Maine,226.22094206226902,0.0001702774709303869
Durable Medical Products (Millions of Dollars),2,Mideast,7.5,2013,720,5925197,Maryland,969.5183231240101,0.00016362634409016445
Durable Medical Products (Millions of Dollars),1,New England,7.9,2013,1104,6715158,Massachusetts,1486.594762123482,0.00022137897010367918
Durable Medical Products (Millions of Dollars),3,Great Lakes,7.9,2013,2587,9914802,Michigan,3483.533197113631,0.0003513467235264639
Durable Medical Products (Millions of Dollars),4,Plains,6.3,2013,710,5414722,Minnesota,956.0527908583988,0.0001765654434075099
Durable Medical Products (Millions of Dollars),5,Southeast,8.3,2013,472,2989839,Mississippi,635.5731229368511,0.00021257770834377739
Durable Medical Products (Millions of Dollars),4,Plains,6.8,2013,607,6042989,Missouri,817.357808522603,0.00013525720608172594
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.3,2013,158,1014158,Montana,212.75540979665777,0.0002097852699447796
Durable Medical Products (Millions of Dollars),4,Plains,6.1,2013,343,1865813,Nebraska,461.8677567104659,0.00024754236180714036
Durable Medical Products (Millions of Dollars),8,Far West,9.5,2013,409,2776956,Nevada,550.7402696635002,0.00019832516959703364
Durable Medical Products (Millions of Dollars),1,New England,9.2,2013,233,1327272,New Hampshire,313.7469017887422,0.0002363847815585217
Durable Medical Products (Millions of Dollars),2,Mideast,7.6,2013,1340,8857821,New Jersey,1804.3813235919076,0.00020370487545321898
Durable Medical Products (Millions of Dollars),6,Southwest,8.0,2013,397,2092833,New Mexico,534.5816309447667,0.00025543444266444895
Durable Medical Products (Millions of Dollars),2,Mideast,6.9,2013,2698,19626488,New York,3633.0006052619156,0.00018510701482924076
Durable Medical Products (Millions of Dollars),5,Southeast,8.0,2013,1331,9846717,North Carolina,1792.2623445528575,0.00018201623389327198
Durable Medical Products (Millions of Dollars),4,Plains,8.4,2013,125,723149,North Dakota,168.31915332014063,0.00023275860620721405
Durable Medical Products (Millions of Dollars),3,Great Lakes,6.2,2013,1599,11579692,Ohio,2153.138609271239,0.00018594092219993753
Durable Medical Products (Millions of Dollars),6,Southwest,6.8,2013,405,3853891,Oklahoma,545.3540567572556,0.00014150739000071762
Durable Medical Products (Millions of Dollars),8,Far West,7.7,2013,480,3924110,Oregon,646.3455487493401,0.000164711373725339
Durable Medical Products (Millions of Dollars),2,Mideast,6.6,2013,1729,12779538,Pennsylvania,2328.1905287241857,0.00018218111865422567
Durable Medical Products (Millions of Dollars),1,New England,7.8,2013,138,1055560,Rhode Island,185.82434526543526,0.0001760433753319899
